time,DHT22 humidity,DHT22 temp,BMP085 temp,BMP085 pressure,
00:53:42,22.30,24.10,29.40,101433,
00:54:09,22.60,24.10,29.40,101443,
00:54:36,22.20,24.10,29.40,101441,
00:55:02,22.20,24.10,29.40,101443,
00:55:29,22.40,24.10,29.40,101437,
00:55:56,22.60,24.10,29.40,101442,
00:56:23,22.10,24.10,29.30,101444,
00:56:50,22.30,24.10,29.30,101445,
00:57:17,23.00,24.00,29.30,101448,
00:57:43,23.00,24.00,29.30,101442,
00:58:10,22.80,24.00,29.30,101439,
00:58:37,22.40,24.00,29.30,101446,
00:59:04,22.20,24.00,29.30,101446,
00:59:31,21.70,24.00,29.30,101441,
00:59:58,21.70,24.00,29.40,101441,
01:00:24,22.00,24.00,29.40,101436,
01:00:51,22.50,24.00,29.30,101436,
01:01:18,22.00,24.00,29.30,101449,
01:01:45,22.60,24.00,29.30,101442,
01:02:12,22.70,24.00,29.30,101439,
01:02:39,22.70,24.00,29.30,101435,
01:03:06,22.50,23.90,29.20,101443,
01:03:32,21.80,23.90,29.20,101444,
01:03:59,21.40,23.90,29.20,101437,
01:04:26,21.40,23.90,29.20,101446,
01:04:53,21.90,23.90,29.20,101452,
01:05:20,22.00,23.90,29.20,101446,
01:05:47,22.00,23.90,29.20,101440,
01:06:13,22.20,23.90,29.20,101455,
01:06:40,22.40,23.90,29.20,101452,
01:07:07,22.10,23.90,29.20,101461,
01:07:34,21.70,23.90,29.10,101463,
01:08:01,21.80,23.90,29.10,101469,
01:08:28,21.60,23.90,29.10,101454,
01:08:55,21.90,23.90,29.10,101459,
01:09:21,22.00,23.80,29.10,101455,
01:09:48,21.70,23.90,29.10,101461,
01:10:15,21.60,23.90,29.10,101458,
01:10:42,21.60,23.90,29.10,101456,
01:11:09,21.90,23.90,29.10,101454,
01:11:36,21.80,23.90,29.10,101446,
01:12:02,21.90,23.90,29.10,101451,
01:12:29,21.60,23.90,29.10,101460,
01:12:56,21.80,23.80,29.10,101453,
01:13:23,21.90,23.80,29.10,101458,
01:13:50,21.80,23.80,29.10,101465,
01:14:17,22.30,23.80,29.10,101449,
01:14:43,21.70,23.80,29.10,101453,
01:15:10,21.30,23.80,29.10,101457,
01:15:37,21.50,23.80,29.10,101461,
01:16:04,22.10,23.80,29.10,101457,
01:16:31,22.10,23.80,29.10,101462,
01:16:58,22.10,23.80,29.10,101457,
01:17:25,22.10,23.70,29.00,101451,
01:17:51,22.30,23.70,29.00,101461,
01:18:18,22.20,23.70,29.00,101457,
01:18:45,21.70,23.70,28.90,101456,
01:19:12,21.70,23.60,28.90,101454,
01:19:39,20.90,23.60,28.90,101458,
01:20:06,21.20,23.60,28.90,101453,
01:20:32,20.80,23.60,28.90,101456,
01:20:59,20.90,23.60,28.90,101470,
01:21:26,20.70,23.70,28.90,101454,
01:21:53,20.60,23.70,28.90,101462,
01:22:20,21.00,23.70,28.90,101451,
01:22:47,20.70,23.70,28.90,101465,
01:23:13,20.70,23.60,28.90,101454,
01:23:40,21.20,23.60,28.90,101454,
01:24:07,21.30,23.60,28.90,101464,
01:24:34,21.20,23.60,28.90,101456,
01:25:01,21.30,23.70,28.90,101456,
01:25:28,21.50,23.60,28.90,101462,
01:25:55,21.80,23.60,28.90,101459,
01:26:21,21.50,23.70,28.90,101452,
01:26:48,21.20,23.70,28.90,101451,
01:27:15,21.20,23.70,28.90,101458,
01:27:42,21.20,23.70,28.90,101459,
01:28:09,21.00,23.70,28.90,101462,
01:28:36,21.30,23.70,28.90,101462,
01:29:02,22.10,23.70,28.90,101460,
01:29:29,21.60,23.60,28.90,101454,
01:29:56,21.60,23.70,28.90,101465,
01:30:23,21.40,23.60,28.90,101471,
01:30:50,21.20,23.60,28.90,101460,
01:31:17,21.30,23.60,28.90,101465,
01:31:43,21.90,23.60,28.90,101474,
01:32:10,21.70,23.60,28.90,101456,
01:32:37,21.70,23.60,28.90,101464,
01:33:04,21.30,23.60,28.90,101465,
01:33:31,21.20,23.50,28.90,101464,
01:33:58,21.30,23.60,28.90,101460,
01:34:25,21.90,23.60,28.90,101474,
01:34:51,21.60,23.60,28.90,101458,
01:35:18,21.20,23.60,28.80,101471,
01:35:45,21.00,23.60,28.80,101464,
01:36:12,21.10,23.60,28.80,101458,
01:36:39,21.70,23.50,28.80,101464,
01:37:06,21.10,23.50,28.80,101473,
01:37:32,20.60,23.50,28.80,101473,
01:37:59,21.30,23.50,28.80,101470,
01:38:26,21.00,23.50,28.70,101467,
01:38:53,20.80,23.50,28.70,101473,
01:39:20,21.40,23.50,28.70,101472,
01:39:47,21.10,23.50,28.70,101464,
01:40:13,20.40,23.50,28.70,101469,
01:40:40,20.40,23.50,28.70,101469,
01:41:07,20.40,23.50,28.70,101474,
01:41:34,20.50,23.50,28.70,101477,
01:42:01,21.30,23.50,28.70,101467,
01:42:28,21.10,23.50,28.70,101465,
01:42:55,21.30,23.50,28.70,101458,
01:43:21,21.20,23.50,28.70,101467,
01:43:48,21.80,23.50,28.80,101466,
01:44:15,21.40,23.50,28.70,101462,
01:44:42,20.90,23.50,28.70,101465,
01:45:09,20.90,23.50,28.70,101472,
01:45:36,20.60,23.40,28.70,101468,
01:46:02,21.30,23.40,28.60,101468,
01:46:29,21.20,23.40,28.60,101463,
01:46:56,20.80,23.40,28.60,101460,
01:47:23,20.70,23.40,28.60,101464,
01:47:50,20.80,23.40,28.70,101459,
01:48:17,21.10,23.40,28.70,101475,
01:48:43,20.90,23.40,28.70,101470,
01:49:10,20.80,23.40,28.70,101460,
01:49:37,20.60,23.50,28.70,101468,
01:50:04,21.30,23.40,28.70,101464,
01:50:31,21.20,23.40,28.60,101464,
01:50:58,21.30,23.40,28.60,101466,
01:51:25,21.20,23.40,28.60,101465,
01:51:51,21.50,23.40,28.60,101461,
01:52:18,21.30,23.40,28.60,101461,
01:52:45,21.00,23.40,28.60,101463,
01:53:12,20.30,23.40,28.60,101470,
01:53:39,20.80,23.40,28.60,101459,
01:54:06,20.80,23.40,28.60,101470,
01:54:32,20.40,23.40,28.60,101464,
01:54:59,20.20,23.40,28.60,101460,
01:55:26,20.50,23.40,28.60,101454,
01:55:53,20.30,23.40,28.60,101468,
01:56:20,20.30,23.40,28.60,101457,
01:56:47,20.80,23.40,28.60,101467,
01:57:13,20.90,23.40,28.60,101459,
01:57:40,21.20,23.40,28.60,101459,
01:58:07,21.20,23.40,28.60,101460,
01:58:34,20.80,23.40,28.60,101471,
01:59:01,20.40,23.40,28.60,101455,
01:59:28,20.50,23.40,28.50,101462,
01:59:55,20.30,23.40,28.50,101458,
02:00:21,20.30,23.40,28.50,101457,
02:00:48,21.10,23.30,28.60,101452,
02:01:15,21.90,23.30,28.50,101468,
02:01:42,21.90,23.30,28.40,101461,
02:02:09,21.60,23.30,28.40,101463,
02:02:36,21.50,23.20,28.50,101466,
02:03:02,21.40,23.30,28.50,101465,
02:03:29,20.70,23.30,28.50,101473,
02:03:56,20.30,23.20,28.50,101471,
02:04:23,20.60,23.30,28.50,101477,
02:04:50,20.80,23.20,28.50,101468,
02:05:17,20.80,23.20,28.50,101482,
02:05:43,20.60,23.20,28.50,101460,
02:06:10,21.10,23.20,28.40,101464,
02:06:37,20.90,23.20,28.40,101462,
02:07:04,20.90,23.20,28.40,101458,
02:07:31,20.50,23.20,28.50,101460,
02:07:58,20.50,23.20,28.40,101456,
02:08:25,20.60,23.30,28.40,101460,
02:08:51,20.30,23.30,28.40,101457,
02:09:18,20.50,23.20,28.40,101456,
02:09:45,20.40,23.20,28.40,101449,
02:10:12,21.30,23.20,28.40,101452,
02:10:39,21.10,23.20,28.40,101454,
02:11:06,20.90,23.20,28.40,101454,
02:11:32,20.60,23.20,28.30,101451,
02:11:59,20.90,23.20,28.40,101455,
02:12:26,20.90,23.20,28.40,101460,
02:12:53,20.80,23.20,28.40,101458,
02:13:20,21.30,23.20,28.40,101460,
02:13:47,21.00,23.20,28.40,101454,
02:14:13,21.30,23.20,28.40,101456,
02:14:40,21.40,23.20,28.30,101455,
02:15:07,21.30,23.20,28.40,101463,
02:15:34,21.10,23.20,28.40,101458,
02:16:01,21.10,23.20,28.40,101457,
02:16:28,21.30,23.20,28.40,101456,
02:16:55,21.10,23.20,28.40,101457,
02:17:21,20.80,23.20,28.40,101456,
02:17:48,20.60,23.20,28.40,101456,
02:18:15,21.60,23.20,28.40,101454,
02:18:42,21.40,23.30,28.40,101457,
02:19:09,20.60,23.20,28.40,101453,
02:19:36,20.70,23.30,28.40,101453,
02:20:02,20.70,23.30,28.50,101458,
02:20:29,21.00,23.20,28.40,101453,
02:20:56,21.80,23.30,28.40,101456,
02:21:23,21.10,23.30,28.40,101450,
02:21:50,21.50,23.30,28.40,101468,
02:22:17,21.40,23.30,28.40,101457,
02:22:43,21.10,23.30,28.40,101461,
02:23:10,20.60,23.30,28.40,101461,
02:23:37,20.80,23.30,28.40,101463,
02:24:04,21.10,23.20,28.40,101448,
02:24:31,21.10,23.30,28.40,101452,
02:24:58,20.80,23.30,28.40,101455,
02:25:25,20.70,23.30,28.40,101456,
02:25:51,21.20,23.20,28.30,101458,
02:26:18,21.00,23.20,28.30,101461,
02:26:45,21.40,23.20,28.40,101460,
02:27:12,21.30,23.20,28.40,101456,
02:27:39,21.10,23.20,28.40,101468,
02:28:06,21.50,23.20,28.40,101464,
02:28:32,20.80,23.20,28.40,101463,
02:28:59,20.90,23.30,28.40,101475,
02:29:26,21.00,23.20,28.30,101462,
02:29:53,21.10,23.20,28.30,101471,
02:30:20,21.00,23.20,28.30,101471,
02:30:47,21.10,23.20,28.30,101466,
02:31:13,21.40,23.20,28.30,101471,
02:31:40,21.60,23.20,28.30,101473,
02:32:07,21.00,23.20,28.30,101465,
02:32:34,20.60,23.20,28.30,101472,
02:33:01,20.60,23.20,28.30,101474,
02:33:28,21.20,23.20,28.30,101473,
02:33:55,21.50,23.20,28.30,101472,
02:34:21,21.40,23.20,28.30,101480,
02:34:48,21.70,23.20,28.40,101482,
02:35:15,21.60,23.20,28.30,101483,
02:35:42,21.50,23.20,28.30,101478,
02:36:09,21.40,23.20,28.30,101479,
02:36:36,21.00,23.20,28.30,101473,
02:37:02,20.70,23.20,28.30,101476,
02:37:29,21.40,23.20,28.30,101477,
02:37:56,21.50,23.20,28.30,101473,
02:38:23,21.10,23.20,28.30,101471,
02:38:50,20.80,23.10,28.30,101474,
02:39:17,20.60,23.10,28.30,101476,
02:39:43,20.80,23.20,28.30,101481,
02:40:10,21.00,23.20,28.30,101476,
02:40:37,21.30,23.20,28.30,101479,
02:41:04,21.20,23.20,28.30,101468,
02:41:31,21.00,23.10,28.30,101477,
02:41:58,21.00,23.10,28.30,101480,
02:42:25,21.10,23.20,28.30,101473,
02:42:51,21.20,23.10,28.30,101480,
02:43:18,21.00,23.10,28.20,101470,
02:43:45,20.90,23.10,28.30,101477,
02:44:12,21.00,23.10,28.20,101480,
02:44:39,20.70,23.10,28.30,101475,
02:45:06,20.50,23.20,28.30,101483,
02:45:32,20.90,23.10,28.30,101478,
02:45:59,21.20,23.10,28.30,101477,
02:46:26,21.30,23.10,28.30,101475,
02:46:53,21.60,23.10,28.30,101478,
02:47:20,21.60,23.10,28.30,101476,
02:47:47,21.40,23.10,28.30,101473,
02:48:13,21.40,23.20,28.30,101482,
02:48:40,21.80,23.10,28.30,101481,
02:49:07,21.50,23.20,28.30,101489,
02:49:34,21.90,23.20,28.30,101481,
02:50:01,21.50,23.10,28.30,101483,
02:50:28,21.50,23.20,28.30,101476,
02:50:55,21.30,23.10,28.30,101485,
02:51:21,21.00,23.10,28.30,101484,
02:51:48,20.90,23.20,28.30,101477,
02:52:15,20.70,23.10,28.30,101483,
02:52:42,21.10,23.10,28.20,101484,
02:53:09,21.30,23.10,28.30,101480,
02:53:36,21.10,23.10,28.30,101486,
02:54:02,21.30,23.10,28.20,101485,
02:54:29,21.80,23.10,28.20,101486,
02:54:56,21.70,23.10,28.30,101491,
02:55:23,21.40,23.10,28.20,101492,
02:55:50,21.80,23.10,28.30,101483,
02:56:17,21.60,23.10,28.30,101487,
02:56:43,21.90,23.10,28.20,101484,
02:57:10,22.00,23.10,28.20,101483,
02:57:37,22.00,23.10,28.20,101484,
02:58:04,21.60,23.10,28.20,101491,
02:58:31,21.80,23.10,28.20,101488,
02:58:58,22.20,23.10,28.20,101480,
02:59:25,22.00,23.10,28.20,101478,
02:59:51,21.90,23.10,28.20,101485,
03:00:18,21.90,23.10,28.20,101486,
03:00:45,21.80,23.10,28.20,101490,
03:01:12,21.80,23.10,28.20,101488,
03:01:39,21.70,23.00,28.20,101488,
03:02:06,21.60,23.00,28.20,101486,
03:02:32,21.30,23.00,28.20,101483,
03:02:59,21.00,23.10,28.20,101484,
03:03:26,20.70,23.10,28.20,101483,
03:03:53,21.00,23.00,28.20,101486,
